company_id,company_name,sector,revenue_usd_mn,carbon_emissions_tCO2,emission_intensity_tCO2_per_mn_usd,energy_mix_renewable_pct,fines_count,fines_amount_usd_k,public_sentiment_score,esg_score_reported,gri_compliance_pct,waste_generated_tons,waste_recycled_pct
CMP100640,Young-Molina,Energy,31.566,2858.379,144.7336,37.43,2,16.05,0.715,54.2,41.45,3060.75,38.47
CMP100641,Turner-Sharp,Tech,137.726,588.204,6.0739,29.69,0,0,0.968,69.67,51.87,2558.49,41.67
CMP100642,Green LLC,Energy,394.281,41675.92,144.5922,26.9,2,12.15,0.811,67.7,65.11,41852.73,36.58
CMP100643,"Young, Contreras and Marshall",Manufacturing,31.866,763.351,26.7361,10.4,2,4.6,0.921,69.27,50.93,2966.72,28.07
CMP100644,Sullivan PLC,Transport,140.095,12137.875,91.3019,5.11,2,11.33,0.846,70.16,68.81,9502.98,29.56
CMP100645,"Carrillo, Vaughn and Fowler",Tech,71.449,387.01,10.023,45.96,1,7.48,0.971,71.11,87.56,1652.2,36.87
CMP100646,Richardson-Walker,Finance,39.642,112.129,5.0218,43.68,3,7.67,0.862,58.02,53.02,411.26,49.62
CMP100647,Mendoza Group,Manufacturing,26.859,1110.252,53.0068,22.02,2,13.53,0.957,67.55,45.79,2878.32,28.05
CMP100648,"Zhang, Brooks and Miles",Retail,35.932,462.021,13.0803,1.7,1,7.77,0.943,59.59,34.34,2004.41,26.1
CMP100649,Todd-Pham,Finance,18.505,22.839,2.0756,40.54,1,21.33,0.962,76.98,65,184.93,39.72
CMP100650,Gill Ltd,Energy,619.843,660.6814999999999,122.7617,30.25,3,35.69,0.868,67.7,45.29,62091.02,36.65
CMP100651,"Marks, Miller and Griffin",Tech,53.577,220.946,9.1741,55.05,1,2.19,0.995,89.67,79.79,1087.44,51.05
CMP100652,"Cox, Stark and Rodriguez",Retail,108.761,1136.753,12.4986,16.38,1,35.03,0.841,61.37,44.06,5626.95,36.39
CMP100653,"Leach, Harris and Herrera",Retail,41.446,409.414,12.2664,19.47,0,0,0.956,85.29,58.78,2275.75,32.73
CMP100654,Murphy PLC,Manufacturing,170.014,10038.527,71.4592,17.37,2,14.28,0.879,69.79,65.71,16536.65,35.78
CMP100655,Wilson-Harris,Transport,9.084,735.95,81.0162,22.3,3,22.02,0.891,62.37,58.58,618.46,37.59
CMP100656,"Burns, Nolan and Griffin",Energy,17.032,2244.791,175.406,22.3,1,10.15,0.981,62.02,73.81,1867.07,37.98
CMP100657,Chavez PLC,Retail,119.409,660.6814999999999,10.9185,4.57,2,191.26,0.917,67.08,62.55,5643.47,41.46
CMP100658,Bryant-Brown,Manufacturing,0.5,29.844,66.9913,10.9,1,4.04,0.854,67.7,56.91,100,36.02
CMP100659,Chambers-Parker,Transport,24.526,2784.034,114.8786,1.19,3,16.2,0.786,48.01,65.59,2017.63,37.03
CMP100660,Foster Inc,Transport,13.493,596.459,49.1257,10.02,3,5.92,0.868,71.51,64.05,1017.31,38.13
CMP100661,"Robinson, Jones and Henderson",Transport,15.763,1297.929,101.9613,22.3,0,0,0.941,57.14,58.48,1506.45,42.02
CMP100662,"Brown, Mcknight and Michael",Finance,9.214,31.278,5.173,34.38,3,71,0.888,68.34,87.16,100,45.21
CMP100663,Andersen Group,Tech,10.746,28.078,5.6593,53.83,2,18.11,0.764,67.7,40.3,192.33,32.34
CMP100664,Mitchell and Sons,Retail,8.088,90.618,13.2553,22.3,2,33.02,0.891,71.15,56.83,339.98,37.82
CMP100665,Cannon Ltd,Transport,77.397,8367.042,126.1781,14.32,4,114.41,0.983,63.12,58.78,5331.99,31.36
CMP100666,"Stuart, Brooks and Vance",Retail,387.01,4972.41,12.9121,0.49,2,15.27,0.968,76.74,74.52,17384.16,32.36
CMP100667,Kane-Knox,Retail,17.321,175.847,13.314,23.75,1,5.08,0.937,75.49,44.09,748.5,36.5
CMP100668,Miller-Brandt,Finance,50.572,62.435,2.074,40.47,1,12.89,0.977,75.44,37.55,442.32,41.8
CMP100669,"Anderson, Dalton and Wilson",Finance,15.476,36.059,2.9621,21.34,5,65.25,0.963,58.99,53.93,141.46,35.16
CMP100670,"Long, Anderson and Irwin",Energy,5.576,627.598,135.5323,16.95,2,6.09,0.921,59.78,69.89,581.7,38.91
CMP100671,Avila LLC,Retail,10.794,62.677,9.3308,22.3,0,0,0.958,63.36,60.47,625.35,45.07
CMP100672,Nunez-Stephens,Finance,17.381,25.968,2.9803,49.87,0,0,0.986,67.7,82.38,144.63,47.65
CMP100673,"Gray, Hall and Murray",Energy,8.458,660.6814999999999,129.4914,21.06,4,18.6,0.792,72.22,67.07,1024.91,50.63
CMP100674,Hill Ltd,Manufacturing,70.801,2075.797,30.9755,22.3,2,12.73,0.583,67.7,24.09,6826.34,32.11
CMP100675,Johnson Ltd,Energy,33.836,4333.293,160.0808,20,3,3.4,0.92,43.5,58.78,4843.76,26.95
CMP100676,Mendez-Mayer,Transport,165.772,15005.61,90.5193,0,2,27.61,0.8,48.85,60.86,11203.74,35.94
CMP100677,Allen Inc,Tech,17.574,53.065,1.558,61.24,0,0,0.975,85.07,66.97,337.12,47.55
CMP100678,Wheeler Group,Transport,107.421,9057.4,94.3206,22.3,0,0,0.975,64.89,58.78,10207.47,42.66
CMP100679,"Powers, Brennan and Sanchez",Tech,13.026,39.713,7.4249,58.94,1,2.64,0.98,92.58,55.75,298.61,46.3
CMP100680,Morales and Sons,Finance,20.747,53.436,4.5382,43.24,1,1.11,0.94,78.84,56.81,233.78,39.32
CMP100681,"Robinson, Shields and Brown",Energy,23.383,3441.339,147.1729,0,2,5.23,0.987,69.9,58.78,2534.23,25.63
CMP100682,"Holder, Young and Hendricks",Retail,16.189,295.507,18.7303,2.55,6,36.73,0.804,68.31,79.81,702.89,35.43
CMP100683,"Flores, Harper and Chambers",Retail,356.413,3658.394,14.1987,27.71,2,2,0.933,75.11,58.78,19022.78,33.05
CMP100684,Young-Walter,Transport,4.718,639.835,135.6031,0,1,57.97,0.953,50.21,30.73,442.27,23.24
CMP100685,"Boyd, Gutierrez and Hill",Finance,10.511,22.159,3.3289,36.67,0,0,0.734,70.1,37.72,107.5,37.82
CMP100686,"Fry, Hobbs and Buck",Finance,10.011,25.443,3.3354,23.81,0,0,0.968,70.7,70.01,102.98,47.11
CMP100687,"Shelton, Peters and Williams",Energy,19.136,2086.827,136.1711,19.91,2,5.44,0.977,69.64,56.23,2094.22,37.2
CMP100688,David-Powers,Energy,78.492,4903.432,117.5073,46.84,1,14.14,0.991,82.27,58.78,10434.39,35.14
CMP100689,"Flores, Butler and Hernandez",Finance,177.664,224.732,2.0439,38.11,1,17.87,0.892,86.44,58.78,1554.24,41.6
CMP100690,White-Medina,Finance,58.933,135.342,3.3589,22.3,2,29.98,0.925,67.7,58.78,547.77,42.2
CMP100691,Atkinson LLC,Manufacturing,19.098,611.736,37.567,14.73,0,0,0.952,65.36,52.3,1852.84,30.36
CMP100692,"Thomas, Ford and Brown",Retail,93.328,660.6814999999999,3.9216,19.81,0,0,0.888,69.25,55.59,4680.61,34.41
CMP100693,Faulkner-Grant,Retail,69.787,748.778,12.3491,13.12,2,52.72,0.878,73.48,49.91,3129.82,32.68
CMP100694,Price LLC,Energy,31.492,2355.192,98.2427,23.88,1,4.71,0.994,76.04,90.85,3196.82,39.02
CMP100695,Rivera Inc,Energy,34.618,3080.306,120.9986,26.46,5,98.27,0.993,68.97,94.24,4337.97,47.38
CMP100696,Boone-Davis,Transport,23.91,2803.275,117.2408,0,2,14.53,0.864,53.17,62.77,1751.08,31.95
CMP100697,"Calderon, Williams and Bennett",Finance,162.289,527.933,4.2549,23.55,0,0,0.989,76.89,51.88,1675.63,37.18
CMP100698,"Morrison, Russo and Lopez",Manufacturing,32.197,1172.418,59.6835,38.99,0,0,0.94,61.68,48.12,2774.56,32.98
CMP100699,"Ramsey, Hansen and Mendoza",Energy,178.136,19668.11,130.0175,15.08,2,4.43,0.809,66.67,58.78,21215.06,32.58
CMP100700,Turner-Stout,Tech,65.821,326.134,9.8633,49.76,0,0,0.991,83.03,82.59,1333.58,50.08
CMP100701,Giles Ltd,Retail,65.397,846.566,14.4998,10.72,2,13.27,0.828,66.98,45.3,2683.66,29.34
CMP100702,Burgess Group,Manufacturing,29.025,1295.827,48.4171,7.79,2,78.16,0.943,54.22,63.19,2712.8,42.83
CMP100703,Dominguez Ltd,Retail,40.462,326.024,10.3873,22.43,0,0,0.988,80.68,83.55,1727.25,39.2
CMP100704,Sanders and Sons,Energy,43.89,3017.951,122.3275,43.79,1,2.5,0.961,68.83,63.24,4346.95,42.53
CMP100705,"Morris, Campbell and Owens",Retail,57.6,698.303,13.3088,8.91,1,9.91,0.974,62.91,58.78,3444.43,38.2
CMP100706,"Howard, Green and Hunt",Finance,61.764,216.252,4.3545,19.59,0,0,0.989,70.31,62.99,573.75,29.42
CMP100707,Owens-Lang,Transport,9.326,648.459,69.532,0,0,0,0.898,59.17,37.68,838.56,18.73
CMP100708,"Harrison, Franco and Rocha",Transport,16.01,660.6814999999999,63.4281,4.62,2,4.67,0.857,59.48,58.78,1155.1,25.05
CMP100709,Edwards-Williams,Finance,43.201,54.896,1.7656,28.03,1,1.08,0.99,82.55,76.12,463.37,47.14
CMP100710,Figueroa Inc,Transport,15.919,1132.685,78.493,22.3,2,5.89,0.954,56.27,50.68,1406.08,31.84
CMP100711,Tran-Silva,Retail,144.695,1717.521,15.9399,25.53,0,0,0.938,58.34,60.55,7511.52,50.01
CMP100712,"Butler, Hernandez and Rivera",Transport,45.406,2165.775,59.3147,19.59,0,0,0.983,71.74,92.03,3591.18,39.5
CMP100713,Hudson-Sanchez,Transport,11.649,620.679,55.5448,4.08,1,16.25,0.95,58.11,39.6,899.06,29.66
CMP100714,"Pena, Cohen and Scott",Tech,77.299,337.355,6.2071,29.69,1,3.63,0.945,61.86,48.69,1452.52,43.39
CMP100715,Levy-May,Manufacturing,112.07,4009.415,37.7222,5.16,2,2,0.664,59.02,33.31,13132.49,37.72
CMP100716,Murray-Oconnor,Retail,6.046,119.544,19.771,0,0,0,0.95,65.33,34.93,342.28,37.29
CMP100717,Jackson-Cortez,Finance,335.162,979.668,4.5358,35.56,0,0,0.954,89.28,69.35,3975.06,47.02
CMP100718,White-Preston,Energy,136.902,6462.065,60.8955,22.3,1,6.63,0.984,64.19,68.7,13959.39,43.32
CMP100719,"Bernard, Warren and Combs",Energy,14.974,1409.224,116.5836,19.27,1,12.75,0.916,55.97,58.78,1962.82,38.57
CMP100720,Landry Ltd,Retail,135.889,1292.07,10.9284,13,2,15.23,0.713,51.65,54.56,7985.76,37.4
CMP100721,Duran Group,Finance,34.889,55.34,2.9202,45.68,1,14.9,0.96,74.98,59.02,304.4,38.18
CMP100722,Kirby and Sons,Finance,53.284,92.573,2.7593,37.04,1,13.57,0.935,78.04,86.52,440.44,40.62
CMP100723,Mann Inc,Transport,5.567,559.813,100.6888,0.12,2,35.14,0.91,63.64,69.02,488.31,33.81
CMP100724,Wagner LLC,Manufacturing,33.821,660.6814999999999,55.6579,0,4,9.18,0.906,60.89,49.57,3482.85,29.06
CMP100725,Williamson Ltd,Manufacturing,27.777,1804.219,74.916,13.3,2,11.31,0.645,58.69,58.78,3157.5,32.15
CMP100726,"Durham, Hopkins and Smith",Tech,305.652,1064.784,5.8048,39.99,1,5.15,0.902,70.38,58.78,5232.21,43.24
CMP100727,"Arnold, Smith and Moreno",Energy,31.396,1593.681,74.1584,31.55,0,0,0.881,67.4,58.78,4212.49,42.84
CMP100728,Nichols-Mitchell,Transport,205.191,21974.999,107.0952,0,3,9.57,0.825,62.55,63.4,14456.13,33.12
CMP100729,"Li, Craig and Drake",Transport,8.324,822.605,104.0197,22.3,1,2.25,0.884,57.21,58.78,576.33,43.6
CMP100730,Rodriguez Inc,Energy,102.115,11703.04,173.932,34.11,1,5.39,0.922,67.7,55.23,10608.19,32.16
CMP100731,"Hernandez, Lee and Fox",Transport,24.524,1817.66,91.7746,19.24,2,87.32,0.922,45.65,38.03,2208.79,30.49
CMP100732,Adams-Sanders,Manufacturing,163.091,11229.687,68.8551,0,4,35.92,0.954,59.73,58.14,17386.79,28.04
CMP100733,Chung-Stevens,Tech,66.197,660.6814999999999,9.0989,30.25,1,3.82,0.996,76.47,82.53,1336.15,33.22
CMP100734,Branch and Sons,Retail,236.194,2336.332,10.179,2.82,4,5.87,0.767,51.87,51.29,11142.83,30.41
CMP100735,Sutton-Abbott,Finance,304.112,660.6814999999999,2.7655,33.76,0,0,0.753,66.77,35.01,3499.96,33.15
CMP100736,"Frey, Santos and Johnson",Manufacturing,25.164,1628.988,72.3555,10.53,0,0,0.949,59.31,50.63,2408.14,39.8
CMP100737,Gray-Tran,Energy,2.484,326.157,159.0075,17.43,2,3.64,0.994,65.65,58.78,335.83,38.4
CMP100738,Walsh Ltd,Energy,10.25,802.608,144.6277,45.86,3,8.91,0.974,71.51,58.79,1200.05,35.81
CMP100739,Miller Group,Tech,35.696,148.254,9.4385,56,2,24.4,0.849,77.06,58.37,678.78,52.14
CMP100740,"Mueller, Knight and Hodge",Energy,90.375,6067.9,113.7047,40.95,0,0,0.98,67.7,55.82,10683.1,45.46
CMP100741,Jacobson Inc,Transport,12.741,1020.295,86.3874,7.3,3,12.72,0.92,60.4,61.58,938.3,36.69
CMP100742,Lewis Ltd,Manufacturing,12.292,454.549,38.18,3.15,3,28.99,0.862,56.93,29.78,1350.94,25.45
CMP100743,"Alvarez, Williams and Jones",Energy,9.785,1123.334,144.5716,20.59,2,16.57,0.95,63.09,67.87,1175.48,32.89
CMP100744,Lam-Elliott,Energy,19.08,1833.867,115.5498,16.82,2,24.36,0.785,59.9,57,2044.35,32.9
CMP100745,White LLC,Retail,168.199,1392.665,12.3208,32.8,4,84.19,0.913,82.23,71.09,9754.11,46.22
CMP100746,Ali PLC,Retail,9.225,112.45,14.7676,17.46,3,52.52,0.975,74.29,52.97,439.83,43.51
CMP100747,Goodwin Ltd,Finance,74.006,195.238,4.6726,43.54,1,3.4,0.978,67.58,51.69,752.95,46.76
CMP100748,Hickman-Evans,Energy,6.793,838.735,158.5675,22.13,3,20.94,0.934,62.21,67.62,947.7,35.51
CMP100749,"Allen, Davenport and Price",Transport,7.989,603.621,93.4401,19.14,4,13.68,0.952,71.51,49.56,670.88,28.14
CMP100750,"Rivera, Campos and Taylor",Retail,54.189,580.78,13.0622,17.95,3,19.04,0.975,65.49,58.78,2294.25,36.05
CMP100751,"Ramsey, Mason and Mccann",Finance,23.818,48.636,2.897,29.51,4,47.18,0.971,77.34,66.29,280.08,30.32
CMP100752,Davis and Sons,Energy,59.777,5355.393,126.8046,29.35,0,0,0.921,62.43,75.38,7539.67,42.56
CMP100753,Peterson PLC,Finance,98.666,267.556,4.104,33.92,1,1,0.948,85.02,65.81,921.5,39.21
CMP100754,"Sanders, Ayala and Johnson",Retail,45.752,559.904,13.4077,8.73,2,91.49,0.907,59.34,49.71,1957.52,29.36
CMP100755,Bowers-Hayes,Manufacturing,14.921,827.235,60.8987,8.96,3,30.65,0.986,71.57,58.78,1667.59,25.57
CMP100756,Kelly Group,Energy,6.664,473.613,114.3459,37.85,3,3,0.982,60.6,49.05,838.09,39.95
CMP100757,Lopez-Willis,Finance,6.565,7.565,1.6425,29.84,2,11.7,0.932,72.53,58.78,100,35.06
CMP100758,Miller-Montgomery,Energy,44.071,4748.187,126.6189,14.91,0,0,0.938,62.09,62.85,6121.76,29.7
CMP100759,Marquez Inc,Finance,42.212,65.664,2.3028,32.45,0,0,0.993,70.53,47.56,470.85,21.64
CMP100760,Moore-Dawson,Retail,19.077,160.984,10.8559,22.27,3,8.12,0.831,70.46,61.02,820.95,36.52
CMP100761,"Moore, Price and Ward",Finance,28.897,60.151,3.1698,34.33,0,0,0.979,75.99,68.4,267.21,49.41
CMP100762,Smith LLC,Manufacturing,1.892,60.112,32.8202,22.3,2,5.71,0.809,67.7,51.91,170.17,43.15
CMP100763,Ward-Nelson,Finance,323.115,250.618,1.294,40.06,1,2.05,0.929,73.25,41.52,3546.44,34.03
CMP100764,Miller Group,Tech,25.977,76.018,5.1162,42.8,0,0,0.981,80.61,63.21,422.6,38.19
CMP100765,Hawkins-Hunt,Finance,8.076,660.6814999999999,4.1219,22.3,0,0,0.994,85.89,64.2,100,39.64
CMP100766,Johnson LLC,Finance,43.383,78.577,2.8183,22.3,3,15.7,0.948,64.96,58.78,479.37,31.22
CMP100767,"Davis, George and Nguyen",Tech,59.585,305.183,8.6666,40.9,2,37.7,0.963,62.81,58.78,1371.3,41.44
CMP100768,Smith-Gutierrez,Tech,59.253,247.79,7.5216,22.3,1,3.85,0.722,69.21,47.14,1110.2,37.72
CMP100769,Hardy PLC,Tech,56.172,660.6814999999999,5.8991,38.75,0,0,0.982,79.3,75.41,1267.81,48.97
CMP100770,Armstrong and Sons,Transport,17.41,1204.452,69.1814,0,3,7.51,0.89,53.68,47.67,1175.88,29.03
CMP100771,"James, Taylor and Turner",Tech,31.627,145.925,10.2135,54.83,0,0,0.968,67.8,43.03,720.2,38.55
CMP100772,Thomas-Jackson,Retail,12.574,143.438,15.4457,26.15,0,0,0.909,77.17,72.49,535.02,35.34
CMP100773,Fisher-Washington,Finance,19.887,43.998,3.3228,33.42,1,8.8,0.979,78.4,70.39,190.7,36.63
CMP100774,Ward and Sons,Manufacturing,4.389,297.701,69.0391,1.75,2,12.7,0.863,65.45,45.19,491.09,28.26
CMP100775,"Weber, Wheeler and Gonzalez",Energy,57.864,8106.018,144.5371,3.08,1,1.63,0.97,67.7,40.49,5971.34,30.55
CMP100776,Taylor Inc,Energy,55.876,5442.044,115.7487,15.86,3,53.33,0.931,72.14,82.53,5978.96,44.25
CMP100777,Cook-Oliver,Transport,140.463,12294.454,100.8312,13.19,1,3.73,0.903,67.94,46.98,12236.02,28.02
CMP100778,Alexander-Jordan,Retail,150.798,1343.265,8.9107,0.03,4,106.2,0.879,51.91,58.78,8203.52,39.23
CMP100779,"Mccann, Taylor and Flores",Energy,54.053,2152.199,62.2135,36,0,0,0.982,74.26,60.29,6852.57,37.9
CMP100780,"Harris, Edwards and Oconnell",Finance,174.67,462.858,4.0672,34.85,2,14.16,0.926,75.23,58.78,1882.21,38.62
CMP100781,Carter-Neal,Energy,69.043,5672.324,87.6684,6.29,2,20.83,0.945,59.69,57.02,8426.75,28.93
CMP100782,Faulkner-Casey,Manufacturing,54.789,1850.02,33.7665,0,2,19.59,0.881,67.7,35.45,4934.95,14.97
CMP100783,Bennett-Velasquez,Retail,24.378,297.776,15.8591,22.98,2,7.53,0.634,58.63,59.29,1143.67,40.87
CMP100784,Diaz-Frederick,Manufacturing,66.863,2763.601,48.7218,15.17,6,206.09,0.782,69.91,53.46,5834.73,37.41
CMP100785,Vargas PLC,Energy,23.811,660.6814999999999,108.2589,10.48,0,0,0.995,69.66,82.99,3324.15,37.29
CMP100786,Maldonado PLC,Transport,22.47,1615.338,78.3306,8.23,1,41.2,0.9,51.79,20.05,1857.56,25.99
CMP100787,Benton Group,Finance,12.947,23.814,2.7487,33.08,3,27.92,0.98,84.2,86.88,124.34,46.57
CMP100788,"Clark, Salinas and Guerra",Manufacturing,4.574,279.971,75.4057,18.83,1,3.93,0.962,73.24,85.16,450.45,32.99
CMP100789,Fuentes Group,Manufacturing,61.584,3072.566,49.8926,0,3,67.37,0.908,62.44,52.08,7260.22,27.77
CMP100790,"Porter, Schultz and Allen",Tech,13.931,71.795,9.663,46.67,1,16.41,0.951,86.21,47.3,239.99,42.77
CMP100791,"Moore, Henderson and Bennett",Energy,144.425,10659.696,104.3168,29.25,1,2.97,0.959,82.18,60.14,17928.78,31.61
CMP100792,Ewing-Mendoza,Transport,187.159,23238.12,124.1623,0,1,12.26,0.95,58.93,43.57,15007.99,30.18
CMP100793,Ferguson-Mclean,Finance,39.653,98.545,4.4025,43.55,0,0,0.979,80.85,78.27,414.21,37.58
CMP100794,"Barnes, Johnson and Schmitt",Energy,7.473,496.236,87.3647,22.3,3,10.92,0.97,79.21,58.52,723.9,38.5
CMP100795,"Woodard, Herrera and Little",Manufacturing,6.247,395.506,69.2489,8.58,2,4.85,0.966,66.67,66.6,717.69,34.86
CMP100796,Rodriguez and Sons,Finance,23.014,49.462,3.6329,40.84,2,29.6,0.966,76.59,62.91,269.92,32.67
CMP100797,"Ortega, Jackson and Salazar",Retail,37.418,660.6814999999999,15.3474,23.68,0,0,0.985,88.29,99.28,1919.64,50.42
CMP100798,"Terrell, Byrd and Ross",Finance,94.171,217.039,3.8727,40.49,2,17.89,0.93,59.59,58.82,1015.79,36.19
CMP100799,Sheppard-Jordan,Transport,56.371,5096.393,97.4076,7.19,3,30.3,0.552,60.02,18.29,5271.81,21.04
CMP100800,Garcia and Sons,Manufacturing,37.123,1300.661,50.8395,31.08,1,39.47,0.827,67.7,60.3,4020.03,39.28
CMP100801,"Burgess, Grant and Watts",Finance,20.471,188.3,4.0006,54.02,2,1684.1999999999998,0.88,76.85,57.5,176.26,48.05
CMP100802,Griffin Group,Finance,15.422,28.103,3.2479,43.89,1,8.59,0.976,81.06,58.78,158.93,35.45
CMP100803,Barton-Chapman,Retail,26.831,414.493,19.0386,18.86,2,9.67,0.873,69.77,38.31,1398.82,31.74
CMP100804,"Hernandez, Cuevas and Webb",Energy,11.44,820.745,86.9614,22.3,3,46.1,0.86,47.57,45.74,1331.14,35.75
CMP100805,Perry-Nixon,Energy,36.08,3719.45,130.6222,21.08,3,14.56,0.64,52.18,21.21,4739.08,31.92
CMP100806,Guerra Ltd,Finance,21.023,25.376,1.9997,39.64,1,8.26,0.965,80.05,51.56,246.76,39.12
CMP100807,Bailey LLC,Finance,29.367,93.245,4.9272,35.56,0,0,0.939,85.74,72.25,343.66,39.73
CMP100808,Mueller-Boyd,Manufacturing,216.032,660.6814999999999,73.2727,22.3,1,2.2,0.829,43.42,49.18,21178.39,30.16
CMP100809,Alvarez-Kim,Energy,114.575,11231.848,154.4708,36.54,1,3.96,0.899,67.7,58.78,11621.96,39.49
CMP100810,"Chavez, Jones and Williams",Retail,22.45,326.73,18.7889,22.54,0,0,0.984,66.58,58.78,1340.19,30.9
CMP100811,"Wilson, Sweeney and Wong",Manufacturing,14.271,444.866,40.4981,23.02,2,6.87,0.973,65.8,66.48,1620.56,23.29
CMP100812,"Marsh, Spears and Yang",Retail,52.896,623.902,13.281,11.19,3,22.3,0.88,58.06,49.73,2247.72,34.37
CMP100813,"Thompson, Moore and Castro",Transport,36.567,660.6814999999999,121.0669,0,0,0,0.995,58.74,69.38,3417.81,38.4
CMP100814,Hall-Sullivan,Transport,45.621,3367.169,90.0329,18.02,2,7.53,0.85,55.35,63.9,4189.68,24.57
CMP100815,Lopez Ltd,Tech,63.923,221.766,6.4909,46.55,1,5.42,0.975,90.61,71.05,1288.09,38.47
CMP100816,Foster-Mclaughlin,Energy,11.613,831.504,110.0676,34.95,1,23.66,0.916,64.88,58.78,1444.44,41.84
CMP100817,Cole Group,Tech,22.628,116.987,9.6939,46.67,0,0,0.956,85.33,62.12,434.28,52.05
CMP100818,Smith-Lewis,Energy,8.773,882.245,133.7329,22.3,2,110.64,0.916,60.14,66.47,865.27,37.86
CMP100819,Goodwin-Stokes,Retail,43.054,527.991,14.955,22.3,1,2.78,0.954,80.46,67.6,2010.79,34.34
CMP100820,Ray PLC,Tech,13.365,40.817,4.6959,22.3,1,43.21,0.979,81.27,79.95,299.68,39.54
CMP100821,Diaz and Sons,Finance,7.214,9.391,2.5054,48.04,1,2.07,0.966,82.53,58.41,100,48.16
CMP100822,Wilson-Lambert,Manufacturing,136.414,5633.565,43.9589,6.05,4,151.83,0.581,60.29,41.93,12732.88,26.37
CMP100823,Rose-Fowler,Energy,139.118,12755.193,141.1911,35.06,2,13.59,0.968,81.24,75.97,16014.16,38.21
CMP100824,"Price, Long and Wilson",Transport,67.915,5884.98,94.5562,8.36,2,5.18,0.952,59.67,39.5,5514.47,27.16
CMP100825,Bruce-Williamson,Tech,9.317,43.866,10.5502,55.37,0,0,0.986,82.78,46.84,217.63,35.68
CMP100826,"Mccarthy, Evans and Mendez",Tech,59.614,228.531,6.4928,40.96,2,2,0.953,76.58,58.23,1119,40.45
CMP100827,Powers LLC,Energy,223.728,14080.933,76.704,17.95,5,69.94,0.905,62.9,78.4,25203.8,47.39
CMP100828,Allen Inc,Energy,125.119,660.6814999999999,139.3293,31.8,0,0,0.982,76.79,77.15,16440.64,43.41
CMP100829,Brooks and Sons,Tech,2.825,14.046,10.8045,53.98,0,0,0.991,91.65,96.24,100,48.78
CMP100830,"Price, Carlson and Andrews",Energy,9.568,660.6814999999999,166.6624,0.36,0,0,0.977,63.47,61.31,1021.68,30.87
CMP100831,Lopez-Reid,Transport,21.521,2489.686,115.6851,0,5,12.83,0.874,54.01,58.78,1688.93,23.94
CMP100832,"Ellison, Arias and Thompson",Tech,1.201,2.371,5.5479,64.43,1,5.55,0.996,85.02,97.29,100,56.76
CMP100833,Burns and Sons,Retail,132.78,1334.171,12.245,17.94,2,38.44,0.926,67.7,49.75,5779.61,33.15
CMP100834,Edwards Group,Manufacturing,21.355,1050.045,56.7238,13.32,0,0,0.957,63.24,58.78,2134.11,33.52
CMP100835,"Brown, Howard and Smith",Retail,19.368,203.959,17.3586,39.33,0,0,0.984,81.68,78.85,936.99,59.6
CMP100836,Lee Group,Transport,14.037,1170.472,88.3932,5.66,0,0,0.963,66.78,59.57,1309.3,34.54
CMP100837,"Wagner, Simpson and Cohen",Manufacturing,4.132,140.393,45.4058,25.18,0,0,0.971,62.76,44.43,390.46,30.16
CMP100838,Mckinney-Wallace,Manufacturing,45.522,3260.913,73.2541,2.21,1,1.88,0.886,53.59,58.63,4698.94,30.04
CMP100839,Miller Inc,Retail,90.073,995.801,15.4513,28.45,4,4.34,0.767,62.22,37.31,4741.92,38.89
CMP100840,Carter LLC,Energy,311.962,18366.725,70.0462,15.95,0,0,0.968,67.53,77.62,30144.43,39.28
CMP100841,Medina and Sons,Transport,88.793,4856.647,54.6965,0,3,9.71,0.891,37.28,18.88,7568.11,16.58
CMP100842,Cunningham-Barton,Transport,57.741,4789.678,83.7923,1,2,4.34,0.788,44.35,31,4024.38,31
CMP100843,Dunn-Wilson,Energy,49.725,4489.228,117.9514,23.46,2,11.36,0.983,58.82,72.56,7067.48,35.86
CMP100844,Adams PLC,Retail,9.309,98.312,14.5629,27.48,0,0,0.916,68.14,58.78,400.04,46.62
CMP100845,Weaver-Sherman,Retail,65.218,547.825,11.7013,28.21,1,3.25,0.955,73.46,57.94,3149.54,42.63
CMP100846,"Alexander, Robinson and Coleman",Retail,76.414,786.877,17.0926,22.3,1,1.12,0.976,75.21,65.55,3187,35.33
CMP100847,"Greer, Potter and Evans",Energy,12.468,785.016,79.8221,21.12,3,54.15,0.936,72.39,67.94,1793.52,44.22
CMP100848,Cole LLC,Tech,10.112,25.448,8.9529,71.89,1,6.34,0.971,91.75,76.58,202.42,50.03
CMP100849,Gonzales Inc,Transport,94.872,8063.951,84.9978,0,2,26.61,0.988,66.14,72.79,7879.34,38.82
CMP100850,Clark Ltd,Tech,57.541,277.637,8.5136,43.33,1,5.88,0.962,72.04,77.34,951.53,46.56
CMP100851,"Norris, Callahan and Bishop",Tech,39.014,221.273,10.8559,47.75,1,11.9,0.921,71.44,49.07,858.3,35.13
CMP100852,Martin-Taylor,Energy,70.155,6037.163,110.7826,22.32,3,87.16,0.961,57.86,58.78,7441.72,33
CMP100853,Li Inc,Manufacturing,6.662,268.52,40.3066,0,3,167.3,0.775,59.94,58.78,772.27,36.91
CMP100854,"Bell, Campbell and Ryan",Manufacturing,8.691,280.885,42.6338,24.19,2,17.16,0.971,76.88,64.25,766.59,36.01
